Date,adjclose,annual_return
2019,3117.21435546875,
2020,2526.241943359375,-0.18958350139527302
2021,2782.69140625,0.10151421306448616
2022,3873.182861328125,0.39188371826960466
2023,4708.12451171875,0.21556990214098004
2024,3992.384765625,-0.15202226370866767
2025,4370.0,0.0945838781938857
2026,4480.0,0.02517162471395884
