Date,open,high,low,close,adjclose,volume,ingested_at_utc
2019-01-01,4400.0,4400.0,4400.0,4400.0,3412.66650390625,0,2026-02-16 06:57:36.103698+00:00
2019-01-02,4400.0,4400.0,4337.5,4362.5,3383.58154296875,15681200,2026-02-16 06:57:36.103698+00:00
2019-01-03,4337.5,4387.5,4325.0,4362.5,3383.58154296875,21416600,2026-02-16 06:57:36.103698+00:00
2019-01-04,4362.5,4400.0,4337.5,4362.5,3383.58154296875,41078600,2026-02-16 06:57:36.103698+00:00
2019-01-07,4412.5,4462.5,4412.5,4437.5,3441.75146484375,48108200,2026-02-16 06:57:36.103698+00:00
2019-01-08,4437.5,4475.0,4400.0,4450.0,3451.44677734375,45945800,2026-02-16 06:57:36.103698+00:00
2019-01-09,4475.0,4475.0,4412.5,4425.0,3432.056640625,50484000,2026-02-16 06:57:36.103698+00:00
2019-01-10,4462.5,4462.5,4400.0,4425.0,3432.056640625,44421400,2026-02-16 06:57:36.103698+00:00
2019-01-11,4475.0,4487.5,4450.0,4462.5,3461.141845703125,47217000,2026-02-16 06:57:36.103698+00:00
2019-01-14,4487.5,4487.5,4425.0,4437.5,3441.75146484375,26702800,2026-02-16 06:57:36.103698+00:00
2019-01-15,4437.5,4550.0,4425.0,4500.0,3490.226806640625,49947400,2026-02-16 06:57:36.103698+00:00
2019-01-16,4525.0,4625.0,4500.0,4625.0,3587.177978515625,58089800,2026-02-16 06:57:36.103698+00:00
2019-01-17,4612.5,4662.5,4575.0,4625.0,3587.177978515625,47773600,2026-02-16 06:57:36.103698+00:00
2019-01-18,4650.0,4700.0,4600.0,4700.0,3645.347900390625,39366000,2026-02-16 06:57:36.103698+00:00
2019-01-21,4600.0,4687.5,4600.0,4612.5,3577.482666015625,33397400,2026-02-16 06:57:36.103698+00:00
2019-01-22,4612.5,4625.0,4587.5,4625.0,3587.177978515625,42127800,2026-02-16 06:57:36.103698+00:00
2019-01-23,4587.5,4612.5,4512.5,4525.0,3509.6171875,51746000,2026-02-16 06:57:36.103698+00:00
2019-01-24,4525.0,4537.5,4487.5,4500.0,3490.226806640625,88315800,2026-02-16 06:57:36.103698+00:00
2019-01-25,4512.5,4562.5,4500.0,4550.0,3529.007568359375,51100800,2026-02-16 06:57:36.103698+00:00
2019-01-28,4550.0,4562.5,4525.0,4550.0,3529.007568359375,42198000,2026-02-16 06:57:36.103698+00:00
2019-01-29,4525.0,4550.0,4462.5,4512.5,3499.922119140625,38083600,2026-02-16 06:57:36.103698+00:00
2019-01-30,4450.0,4500.0,4450.0,4500.0,3490.226806640625,40402400,2026-02-16 06:57:36.103698+00:00
2019-01-31,4500.0,4587.5,4500.0,4537.5,3519.312744140625,72412200,2026-02-16 06:57:36.103698+00:00
2019-02-01,4550.0,4662.5,4537.5,4625.0,3587.177978515625,83559800,2026-02-16 06:57:36.103698+00:00
2019-02-04,4625.0,4637.5,4550.0,4562.5,3538.702392578125,45077600,2026-02-16 06:57:36.103698+00:00
2019-02-05,4562.5,4562.5,4562.5,4562.5,3538.702392578125,0,2026-02-16 06:57:36.103698+00:00
2019-02-06,4562.5,4612.5,4550.0,4550.0,3529.007568359375,39366200,2026-02-16 06:57:36.103698+00:00
2019-02-07,4550.0,4550.0,4512.5,4537.5,3519.312744140625,11857200,2026-02-16 06:57:36.103698+00:00
2019-02-08,4475.0,4525.0,4462.5,4487.5,3480.5322265625,25850600,2026-02-16 06:57:36.103698+00:00
2019-02-11,4475.0,4525.0,4450.0,4525.0,3509.6171875,29542600,2026-02-16 06:57:36.103698+00:00
2019-02-12,4525.0,4537.5,4450.0,4450.0,3451.44677734375,25694400,2026-02-16 06:57:36.103698+00:00
2019-02-13,4425.0,4450.0,4325.0,4325.0,3354.49560546875,57993000,2026-02-16 06:57:36.103698+00:00
2019-02-14,4325.0,4437.5,4325.0,4387.5,3402.970947265625,34647200,2026-02-16 06:57:36.103698+00:00
2019-02-15,4387.5,4387.5,4350.0,4387.5,3402.970947265625,25669400,2026-02-16 06:57:36.103698+00:00
2019-02-18,4400.0,4525.0,4400.0,4487.5,3480.5322265625,32794600,2026-02-16 06:57:36.103698+00:00
2019-02-19,4487.5,4512.5,4412.5,4437.5,3441.75146484375,17644000,2026-02-16 06:57:36.103698+00:00
2019-02-20,4450.0,4450.0,4350.0,4412.5,3422.361083984375,30538000,2026-02-16 06:57:36.103698+00:00
2019-02-21,4450.0,4475.0,4387.5,4462.5,3461.141845703125,26466400,2026-02-16 06:57:36.103698+00:00
2019-02-22,4450.0,4450.0,4325.0,4362.5,3383.58154296875,59643400,2026-02-16 06:57:36.103698+00:00
2019-02-25,4387.5,4425.0,4362.5,4400.0,3412.66650390625,31297800,2026-02-16 06:57:36.103698+00:00
2019-02-26,4400.0,4437.5,4350.0,4425.0,3432.056640625,32625400,2026-02-16 06:57:36.103698+00:00
2019-02-27,4375.0,4462.5,4362.5,4425.0,3432.056640625,19073600,2026-02-16 06:57:36.103698+00:00
2019-02-28,4462.5,4462.5,4362.5,4400.0,3412.66650390625,33411200,2026-02-16 06:57:36.103698+00:00
2019-03-01,4412.5,4487.5,4400.0,4487.5,3480.5322265625,26656800,2026-02-16 06:57:36.103698+00:00
2019-03-04,4450.0,4500.0,4437.5,4475.0,3470.83642578125,28548200,2026-02-16 06:57:36.103698+00:00
2019-03-05,4462.5,4462.5,4362.5,4400.0,3412.66650390625,28743600,2026-02-16 06:57:36.103698+00:00
2019-03-06,4375.0,4437.5,4375.0,4400.0,3412.66650390625,23339600,2026-02-16 06:57:36.103698+00:00
2019-03-07,4400.0,4400.0,4400.0,4400.0,3412.66650390625,0,2026-02-16 06:57:36.103698+00:00
2019-03-08,4375.0,4387.5,4337.5,4337.5,3364.191162109375,37957000,2026-02-16 06:57:36.103698+00:00
2019-03-11,4400.0,4400.0,4337.5,4337.5,3364.191162109375,14711800,2026-02-16 06:57:36.103698+00:00
2019-03-12,4325.0,4362.5,4300.0,4337.5,3364.191162109375,20181600,2026-02-16 06:57:36.103698+00:00
2019-03-13,4287.5,4337.5,4262.5,4300.0,3335.105712890625,32738800,2026-02-16 06:57:36.103698+00:00
2019-03-14,4362.5,4412.5,4337.5,4412.5,3422.361083984375,13382000,2026-02-16 06:57:36.103698+00:00
2019-03-15,4462.5,4562.5,4450.0,4537.5,3519.312744140625,34814400,2026-02-16 06:57:36.103698+00:00
2019-03-18,4550.0,4675.0,4537.5,4675.0,3625.958251953125,38275600,2026-02-16 06:57:36.103698+00:00
2019-03-19,4662.5,4725.0,4650.0,4675.0,3625.958251953125,39436000,2026-02-16 06:57:36.103698+00:00
2019-03-20,4687.5,4687.5,4625.0,4650.0,3606.56787109375,23188800,2026-02-16 06:57:36.103698+00:00
2019-03-21,4725.0,4775.0,4712.5,4762.5,3693.822998046875,38604000,2026-02-16 06:57:36.103698+00:00
2019-03-22,4775.0,4825.0,4762.5,4800.0,3722.908935546875,33572000,2026-02-16 06:57:36.103698+00:00
2019-03-25,4650.0,4725.0,4575.0,4600.0,3567.78759765625,26670200,2026-02-16 06:57:36.103698+00:00
2019-03-26,4687.5,4700.0,4662.5,4687.5,3635.653076171875,6754600,2026-02-16 06:57:36.103698+00:00
2019-03-27,4575.0,4687.5,4575.0,4675.0,3625.958251953125,7113800,2026-02-16 06:57:36.103698+00:00
2019-03-28,4712.5,4725.0,4675.0,4712.5,3655.04345703125,22824600,2026-02-16 06:57:36.103698+00:00
2019-03-29,4687.5,4725.0,4687.5,4700.0,3645.347900390625,19813600,2026-02-16 06:57:36.103698+00:00
2019-04-01,4712.5,4750.0,4712.5,4725.0,3664.73828125,9954200,2026-02-16 06:57:36.103698+00:00
2019-04-02,4750.0,4762.5,4700.0,4737.5,3674.433349609375,22445400,2026-02-16 06:57:36.103698+00:00
2019-04-03,4737.5,4737.5,4737.5,4737.5,3674.433349609375,0,2026-02-16 06:57:36.103698+00:00
2019-04-04,4762.5,4862.5,4762.5,4850.0,3761.688720703125,48871200,2026-02-16 06:57:36.103698+00:00
2019-04-05,4875.0,4925.0,4825.0,4862.5,3771.38427734375,11966400,2026-02-16 06:57:36.103698+00:00
2019-04-08,4800.0,4825.0,4712.5,4737.5,3674.433349609375,17860200,2026-02-16 06:57:36.103698+00:00
2019-04-09,4825.0,4850.0,4775.0,4837.5,3751.993896484375,14496600,2026-02-16 06:57:36.103698+00:00
2019-04-10,4837.5,4875.0,4800.0,4850.0,3761.688720703125,17295200,2026-02-16 06:57:36.103698+00:00
2019-04-11,4900.0,4900.0,4750.0,4812.5,3732.603759765625,31259200,2026-02-16 06:57:36.103698+00:00
2019-04-12,4775.0,4837.5,4750.0,4837.5,3751.993896484375,19171400,2026-02-16 06:57:36.103698+00:00
2019-04-15,4825.0,4850.0,4812.5,4825.0,3742.299072265625,22821200,2026-02-16 06:57:36.103698+00:00
2019-04-16,4825.0,4875.0,4825.0,4850.0,3761.688720703125,43281000,2026-02-16 06:57:36.103698+00:00
2019-04-17,4850.0,4850.0,4850.0,4850.0,3761.688720703125,0,2026-02-16 06:57:36.103698+00:00
2019-04-18,4962.5,5125.0,4875.0,4925.0,3819.859619140625,90501000,2026-02-16 06:57:36.103698+00:00
2019-04-19,4925.0,4925.0,4925.0,4925.0,3819.859619140625,0,2026-02-16 06:57:36.103698+00:00
2019-04-22,4912.5,4912.5,4812.5,4837.5,3751.993896484375,38719000,2026-02-16 06:57:36.103698+00:00
2019-04-23,4800.0,4912.5,4800.0,4900.0,3800.46923828125,25165200,2026-02-16 06:57:36.103698+00:00
2019-04-24,4950.0,4962.5,4887.5,4900.0,3800.46923828125,22612800,2026-02-16 06:57:36.103698+00:00
2019-04-25,4850.0,4862.5,4775.0,4800.0,3722.908935546875,61278200,2026-02-16 06:57:36.103698+00:00
2019-04-26,4812.5,4825.0,4750.0,4825.0,3742.299072265625,62720800,2026-02-16 06:57:36.103698+00:00
2019-04-29,4862.5,4862.5,4775.0,4812.5,3732.603759765625,26364400,2026-02-16 06:57:36.103698+00:00
2019-04-30,4812.5,4850.0,4762.5,4800.0,3722.908935546875,46762800,2026-02-16 06:57:36.103698+00:00
2019-05-01,4800.0,4800.0,4800.0,4800.0,3722.908935546875,0,2026-02-16 06:57:36.103698+00:00
2019-05-02,4762.5,4787.5,4650.0,4712.5,3655.04345703125,60074200,2026-02-16 06:57:36.103698+00:00
2019-05-03,4700.0,4700.0,4587.5,4625.0,3587.177978515625,59192200,2026-02-16 06:57:36.103698+00:00
2019-05-06,4550.0,4562.5,4375.0,4437.5,3441.75146484375,55552200,2026-02-16 06:57:36.103698+00:00
2019-05-07,4437.5,4525.0,4375.0,4475.0,3470.83642578125,61910000,2026-02-16 06:57:36.103698+00:00
2019-05-08,4387.5,4425.0,4350.0,4375.0,3393.276123046875,41682400,2026-02-16 06:57:36.103698+00:00
2019-05-09,4300.0,4337.5,4275.0,4287.5,3325.41064453125,69829800,2026-02-16 06:57:36.103698+00:00
2019-05-10,4325.0,4412.5,4287.5,4300.0,3335.105712890625,45151200,2026-02-16 06:57:36.103698+00:00
2019-05-13,4300.0,4337.5,4250.0,4250.0,3296.325439453125,20710000,2026-02-16 06:57:36.103698+00:00
2019-05-14,4225.0,4275.0,4125.0,4225.0,3276.935546875,68445400,2026-02-16 06:57:36.103698+00:00
2019-05-15,4237.5,4237.5,4062.5,4112.5,3189.679931640625,90706000,2026-02-16 06:57:36.103698+00:00
2019-05-16,4100.0,4175.0,4037.5,4087.5,3170.28955078125,36448400,2026-02-16 06:57:36.103698+00:00
2019-05-17,4237.5,4237.5,4025.0,4050.0,3141.204345703125,61447200,2026-02-16 06:57:36.103698+00:00
2019-05-20,4050.0,4225.0,3912.5,4212.5,3267.240234375,43655000,2026-02-16 06:57:36.103698+00:00
2019-05-21,4225.0,4300.0,4187.5,4300.0,3335.105712890625,78310800,2026-02-16 06:57:36.103698+00:00
2019-05-22,4150.0,4237.5,4137.5,4150.0,3295.908203125,40857000,2026-02-16 06:57:36.103698+00:00
2019-05-23,4137.5,4300.0,4137.5,4250.0,3375.327880859375,43215600,2026-02-16 06:57:36.103698+00:00
2019-05-24,4237.5,4400.0,4237.5,4325.0,3434.891845703125,48374800,2026-02-16 06:57:36.103698+00:00
2019-05-27,4325.0,4412.5,4325.0,4350.0,3454.7470703125,32246800,2026-02-16 06:57:36.103698+00:00
2019-05-28,4325.0,4325.0,4050.0,4075.0,3236.343505859375,222512000,2026-02-16 06:57:36.103698+00:00
2019-05-29,4075.0,4112.5,4012.5,4075.0,3236.343505859375,78292800,2026-02-16 06:57:36.103698+00:00
2019-05-30,4075.0,4075.0,4075.0,4075.0,3236.343505859375,0,2026-02-16 06:57:36.103698+00:00
2019-05-31,4100.0,4212.5,4100.0,4200.0,3335.617919921875,89160800,2026-02-16 06:57:36.103698+00:00
2019-06-03,4200.0,4200.0,4200.0,4200.0,3335.617919921875,0,2026-02-16 06:57:36.103698+00:00
2019-06-04,4200.0,4200.0,4200.0,4200.0,3335.617919921875,0,2026-02-16 06:57:36.103698+00:00
2019-06-05,4200.0,4200.0,4200.0,4200.0,3335.617919921875,0,2026-02-16 06:57:36.103698+00:00
2019-06-06,4200.0,4200.0,4200.0,4200.0,3335.617919921875,0,2026-02-16 06:57:36.103698+00:00
2019-06-07,4200.0,4200.0,4200.0,4200.0,3335.617919921875,0,2026-02-16 06:57:36.103698+00:00
2019-06-10,4287.5,4362.5,4275.0,4337.5,3444.820068359375,101675200,2026-02-16 06:57:36.103698+00:00
2019-06-11,4300.0,4337.5,4237.5,4287.5,3405.10986328125,44879800,2026-02-16 06:57:36.103698+00:00
2019-06-12,4275.0,4325.0,4262.5,4300.0,3415.03759765625,39229000,2026-02-16 06:57:36.103698+00:00
2019-06-13,4300.0,4337.5,4262.5,4325.0,3434.891845703125,54401400,2026-02-16 06:57:36.103698+00:00
2019-06-14,4300.0,4325.0,4225.0,4250.0,3375.327880859375,40394600,2026-02-16 06:57:36.103698+00:00
2019-06-17,4250.0,4262.5,4212.5,4225.0,3355.47314453125,21955800,2026-02-16 06:57:36.103698+00:00
2019-06-18,4250.0,4375.0,4225.0,4362.5,3464.6748046875,62706200,2026-02-16 06:57:36.103698+00:00
2019-06-19,4412.5,4512.5,4412.5,4450.0,3534.166748046875,79746600,2026-02-16 06:57:36.103698+00:00
2019-06-20,4500.0,4500.0,4362.5,4400.0,3494.45703125,54402200,2026-02-16 06:57:36.103698+00:00
2019-06-21,4437.5,4450.0,4400.0,4425.0,3514.31201171875,51525600,2026-02-16 06:57:36.103698+00:00
2019-06-24,4450.0,4487.5,4400.0,4437.5,3524.2392578125,32097800,2026-02-16 06:57:36.103698+00:00
2019-06-25,4475.0,4487.5,4450.0,4462.5,3544.094482421875,18337600,2026-02-16 06:57:36.103698+00:00
2019-06-26,4462.5,4475.0,4425.0,4425.0,3514.31201171875,28871200,2026-02-16 06:57:36.103698+00:00
2019-06-27,4475.0,4475.0,4437.5,4450.0,3534.166748046875,18194800,2026-02-16 06:57:36.103698+00:00
2019-06-28,4462.5,4612.5,4450.0,4600.0,3653.296142578125,81840600,2026-02-16 06:57:36.103698+00:00
2019-07-01,4650.0,4725.0,4650.0,4687.5,3722.788330078125,56506600,2026-02-16 06:57:36.103698+00:00
2019-07-02,4675.0,4687.5,4637.5,4675.0,3712.8603515625,33067800,2026-02-16 06:57:36.103698+00:00
2019-07-03,4675.0,4675.0,4625.0,4662.5,3702.93310546875,34549000,2026-02-16 06:57:36.103698+00:00
2019-07-04,4662.5,4700.0,4650.0,4687.5,3722.788330078125,24270400,2026-02-16 06:57:36.103698+00:00
2019-07-05,4637.5,4662.5,4550.0,4600.0,3653.296142578125,40019800,2026-02-16 06:57:36.103698+00:00
2019-07-08,4537.5,4587.5,4475.0,4487.5,3563.94921875,39037200,2026-02-16 06:57:36.103698+00:00
2019-07-09,4487.5,4587.5,4487.5,4575.0,3633.44091796875,21892000,2026-02-16 06:57:36.103698+00:00
2019-07-10,4562.5,4625.0,4562.5,4575.0,3633.44091796875,34132000,2026-02-16 06:57:36.103698+00:00
2019-07-11,4600.0,4637.5,4575.0,4625.0,3673.151123046875,27475200,2026-02-16 06:57:36.103698+00:00
