Date,open,high,low,close,adjclose,volume,ingested_at_utc
2019-07-12,4600.0,4625.0,4575.0,4600.0,3653.296142578125,27073600,2026-02-16 06:57:36.103698+00:00
2019-07-15,4625.0,4662.5,4587.5,4587.5,3643.368408203125,39008200,2026-02-16 06:57:36.103698+00:00
2019-07-16,4587.5,4600.0,4525.0,4537.5,3603.65869140625,34469200,2026-02-16 06:57:36.103698+00:00
2019-07-17,4487.5,4537.5,4487.5,4525.0,3593.731201171875,21264800,2026-02-16 06:57:36.103698+00:00
2019-07-18,4525.0,4537.5,4425.0,4437.5,3524.2392578125,39663600,2026-02-16 06:57:36.103698+00:00
2019-07-19,4437.5,4487.5,4425.0,4450.0,3534.166748046875,29465600,2026-02-16 06:57:36.103698+00:00
2019-07-22,4437.5,4475.0,4387.5,4425.0,3514.31201171875,29243600,2026-02-16 06:57:36.103698+00:00
2019-07-23,4450.0,4462.5,4312.5,4312.5,3424.96484375,82475600,2026-02-16 06:57:36.103698+00:00
2019-07-24,4275.0,4287.5,4212.5,4212.5,3345.545654296875,86821600,2026-02-16 06:57:36.103698+00:00
2019-07-25,4212.5,4262.5,4212.5,4250.0,3375.327880859375,64678600,2026-02-16 06:57:36.103698+00:00
2019-07-26,4225.0,4237.5,4200.0,4212.5,3345.545654296875,39358000,2026-02-16 06:57:36.103698+00:00
2019-07-29,4200.0,4225.0,4150.0,4175.0,3315.763427734375,40294600,2026-02-16 06:57:36.103698+00:00
2019-07-30,4150.0,4187.5,4112.5,4175.0,3315.763427734375,54556800,2026-02-16 06:57:36.103698+00:00
2019-07-31,4200.0,4250.0,4137.5,4237.5,3365.400390625,43706400,2026-02-16 06:57:36.103698+00:00
2019-08-01,4225.0,4225.0,4125.0,4125.0,3276.053466796875,64720000,2026-02-16 06:57:36.103698+00:00
2019-08-02,4087.5,4087.5,4012.5,4050.0,3216.489013671875,78779000,2026-02-16 06:57:36.103698+00:00
2019-08-05,4012.5,4025.0,3950.0,3962.5,3146.996826171875,61291400,2026-02-16 06:57:36.103698+00:00
2019-08-06,3900.0,3975.0,3775.0,3912.5,3107.286865234375,69999200,2026-02-16 06:57:36.103698+00:00
2019-08-07,3950.0,4000.0,3912.5,3937.5,3127.14208984375,56503000,2026-02-16 06:57:36.103698+00:00
2019-08-08,3950.0,4075.0,3937.5,4062.5,3226.416259765625,52673200,2026-02-16 06:57:36.103698+00:00
2019-08-09,4075.0,4087.5,3962.5,3962.5,3146.996826171875,41206600,2026-02-16 06:57:36.103698+00:00
2019-08-12,3975.0,4000.0,3900.0,3962.5,3146.996826171875,26290000,2026-02-16 06:57:36.103698+00:00
2019-08-13,3937.5,3950.0,3912.5,3950.0,3137.0693359375,36218200,2026-02-16 06:57:36.103698+00:00
2019-08-14,4000.0,4062.5,3975.0,4050.0,3216.489013671875,53094000,2026-02-16 06:57:36.103698+00:00
2019-08-15,3950.0,4012.5,3925.0,4012.5,3186.70654296875,34110000,2026-02-16 06:57:36.103698+00:00
2019-08-16,4012.5,4050.0,3950.0,3962.5,3146.996826171875,25707800,2026-02-16 06:57:36.103698+00:00
2019-08-19,4000.0,4012.5,3912.5,3937.5,3127.14208984375,21047400,2026-02-16 06:57:36.103698+00:00
2019-08-20,3962.5,3962.5,3862.5,3875.0,3077.504638671875,34351800,2026-02-16 06:57:36.103698+00:00
2019-08-21,3850.0,3887.5,3787.5,3787.5,3008.01220703125,36213000,2026-02-16 06:57:36.103698+00:00
2019-08-22,3812.5,3862.5,3737.5,3800.0,3017.93994140625,62568600,2026-02-16 06:57:36.103698+00:00
2019-08-23,3800.0,3825.0,3725.0,3812.5,3027.867431640625,35492200,2026-02-16 06:57:36.103698+00:00
2019-08-26,3737.5,3762.5,3687.5,3750.0,2978.23046875,30273800,2026-02-16 06:57:36.103698+00:00
2019-08-27,3725.0,3812.5,3725.0,3787.5,3008.01220703125,46766400,2026-02-16 06:57:36.103698+00:00
2019-08-28,3800.0,3812.5,3762.5,3800.0,3017.93994140625,29902600,2026-02-16 06:57:36.103698+00:00
2019-08-29,3812.5,3812.5,3750.0,3762.5,2988.15771484375,42715800,2026-02-16 06:57:36.103698+00:00
2019-08-30,3787.5,3850.0,3787.5,3850.0,3057.64990234375,36471000,2026-02-16 06:57:36.103698+00:00
2019-09-02,3837.5,3862.5,3812.5,3812.5,3027.867431640625,20164000,2026-02-16 06:57:36.103698+00:00
2019-09-03,3825.0,3837.5,3662.5,3725.0,2958.37548828125,34817800,2026-02-16 06:57:36.103698+00:00
2019-09-04,3750.0,3750.0,3662.5,3712.5,2948.447998046875,49092600,2026-02-16 06:57:36.103698+00:00
2019-09-05,3750.0,3787.5,3725.0,3762.5,2988.15771484375,31491600,2026-02-16 06:57:36.103698+00:00
2019-09-06,3800.0,3825.0,3775.0,3800.0,3017.93994140625,37695400,2026-02-16 06:57:36.103698+00:00
2019-09-09,3800.0,3812.5,3750.0,3775.0,2998.08544921875,25346600,2026-02-16 06:57:36.103698+00:00
2019-09-10,3775.0,3887.5,3775.0,3875.0,3077.504638671875,39409600,2026-02-16 06:57:36.103698+00:00
2019-09-11,3875.0,4000.0,3875.0,4000.0,3176.779052734375,59184000,2026-02-16 06:57:36.103698+00:00
2019-09-12,4050.0,4062.5,3925.0,3937.5,3127.14208984375,48065600,2026-02-16 06:57:36.103698+00:00
2019-09-13,3975.0,3987.5,3912.5,3925.0,3117.21435546875,17730000,2026-02-16 06:57:36.103698+00:00
2019-09-16,3875.0,3900.0,3787.5,3837.5,3047.722412109375,35483200,2026-02-16 06:57:36.103698+00:00
2019-09-17,3787.5,3887.5,3787.5,3875.0,3077.504638671875,28974800,2026-02-16 06:57:36.103698+00:00
2019-09-18,3900.0,3950.0,3887.5,3950.0,3137.0693359375,24518400,2026-02-16 06:57:36.103698+00:00
2019-09-19,3975.0,3975.0,3887.5,3887.5,3087.43212890625,25170600,2026-02-16 06:57:36.103698+00:00
2019-09-20,3862.5,3887.5,3812.5,3825.0,3037.794921875,53056600,2026-02-16 06:57:36.103698+00:00
2019-09-23,3800.0,3825.0,3762.5,3787.5,3008.01220703125,34235800,2026-02-16 06:57:36.103698+00:00
2019-09-24,3787.5,3787.5,3700.0,3725.0,2958.37548828125,38873600,2026-02-16 06:57:36.103698+00:00
2019-09-25,3700.0,3762.5,3675.0,3737.5,2968.302978515625,26900200,2026-02-16 06:57:36.103698+00:00
2019-09-26,3762.5,3825.0,3750.0,3775.0,2998.08544921875,30615000,2026-02-16 06:57:36.103698+00:00
2019-09-27,3762.5,3775.0,3712.5,3712.5,2948.447998046875,30928400,2026-02-16 06:57:36.103698+00:00
2019-09-30,3687.5,3700.0,3575.0,3675.0,2918.665771484375,80081800,2026-02-16 06:57:36.103698+00:00
2019-10-01,3662.5,3700.0,3625.0,3637.5,2888.88330078125,32188800,2026-02-16 06:57:36.103698+00:00
2019-10-02,3612.5,3650.0,3450.0,3462.5,2749.8994140625,73132000,2026-02-16 06:57:36.103698+00:00
2019-10-03,3425.0,3500.0,3400.0,3450.0,2739.971923828125,42558800,2026-02-16 06:57:36.103698+00:00
2019-10-04,3450.0,3500.0,3425.0,3437.5,2730.04443359375,26569200,2026-02-16 06:57:36.103698+00:00
2019-10-07,3462.5,3475.0,3325.0,3337.5,2650.624755859375,43606000,2026-02-16 06:57:36.103698+00:00
2019-10-08,3375.0,3412.5,3350.0,3412.5,2710.189697265625,41912800,2026-02-16 06:57:36.103698+00:00
2019-10-09,3400.0,3400.0,3362.5,3375.0,2680.407470703125,25237400,2026-02-16 06:57:36.103698+00:00
2019-10-10,3375.0,3425.0,3362.5,3375.0,2680.407470703125,23288400,2026-02-16 06:57:36.103698+00:00
2019-10-11,3400.0,3500.0,3400.0,3487.5,2769.754638671875,33226000,2026-02-16 06:57:36.103698+00:00
2019-10-14,3537.5,3537.5,3450.0,3462.5,2749.8994140625,51132400,2026-02-16 06:57:36.103698+00:00
2019-10-15,3475.0,3600.0,3412.5,3575.0,2839.24609375,68801400,2026-02-16 06:57:36.103698+00:00
2019-10-16,3600.0,3625.0,3525.0,3625.0,2878.955810546875,65482600,2026-02-16 06:57:36.103698+00:00
2019-10-17,3625.0,3700.0,3612.5,3687.5,2928.59326171875,61564000,2026-02-16 06:57:36.103698+00:00
2019-10-18,3675.0,3750.0,3675.0,3737.5,2968.302978515625,38171800,2026-02-16 06:57:36.103698+00:00
2019-10-21,3737.5,3750.0,3662.5,3687.5,2928.59326171875,37392000,2026-02-16 06:57:36.103698+00:00
2019-10-22,3712.5,3737.5,3600.0,3662.5,2908.738525390625,44307200,2026-02-16 06:57:36.103698+00:00
2019-10-23,3650.0,3775.0,3612.5,3775.0,2998.08544921875,65670400,2026-02-16 06:57:36.103698+00:00
2019-10-24,3800.0,4037.5,3800.0,3950.0,3137.0693359375,149978000,2026-02-16 06:57:36.103698+00:00
2019-10-25,3962.5,3987.5,3862.5,3912.5,3107.286865234375,58625000,2026-02-16 06:57:36.103698+00:00
2019-10-28,3925.0,3937.5,3862.5,3887.5,3087.43212890625,21229200,2026-02-16 06:57:36.103698+00:00
2019-10-29,3887.5,3912.5,3825.0,3862.5,3067.577392578125,48916600,2026-02-16 06:57:36.103698+00:00
2019-10-30,3875.0,3925.0,3812.5,3875.0,3077.504638671875,46691200,2026-02-16 06:57:36.103698+00:00
2019-10-31,3850.0,3887.5,3800.0,3837.5,3047.722412109375,28738000,2026-02-16 06:57:36.103698+00:00
2019-11-01,3862.5,3862.5,3812.5,3837.5,3047.722412109375,19296200,2026-02-16 06:57:36.103698+00:00
2019-11-04,3837.5,3875.0,3812.5,3812.5,3027.867431640625,33528400,2026-02-16 06:57:36.103698+00:00
2019-11-05,3800.0,3900.0,3787.5,3862.5,3067.577392578125,101298400,2026-02-16 06:57:36.103698+00:00
2019-11-06,3887.5,3887.5,3725.0,3750.0,2978.23046875,73559600,2026-02-16 06:57:36.103698+00:00
2019-11-07,3750.0,3800.0,3637.5,3800.0,3017.93994140625,47956400,2026-02-16 06:57:36.103698+00:00
2019-11-08,3825.0,3850.0,3750.0,3837.5,3047.722412109375,34375400,2026-02-16 06:57:36.103698+00:00
2019-11-11,3800.0,3825.0,3750.0,3775.0,2998.08544921875,29695800,2026-02-16 06:57:36.103698+00:00
2019-11-12,3750.0,3800.0,3725.0,3800.0,3017.93994140625,43277200,2026-02-16 06:57:36.103698+00:00
2019-11-13,3800.0,3800.0,3675.0,3675.0,2918.665771484375,47613000,2026-02-16 06:57:36.103698+00:00
2019-11-14,3687.5,3712.5,3587.5,3650.0,2898.81103515625,59175600,2026-02-16 06:57:36.103698+00:00
2019-11-15,3675.0,3775.0,3650.0,3725.0,2958.37548828125,34211400,2026-02-16 06:57:36.103698+00:00
2019-11-18,3737.5,3762.5,3675.0,3712.5,2948.447998046875,41639200,2026-02-16 06:57:36.103698+00:00
2019-11-19,3737.5,3800.0,3687.5,3800.0,3017.93994140625,42106200,2026-02-16 06:57:36.103698+00:00
2019-11-20,3800.0,3837.5,3750.0,3825.0,3037.794921875,48311000,2026-02-16 06:57:36.103698+00:00
2019-11-21,3812.5,3862.5,3762.5,3850.0,3057.64990234375,42079800,2026-02-16 06:57:36.103698+00:00
2019-11-22,3850.0,3850.0,3812.5,3825.0,3037.794921875,21247000,2026-02-16 06:57:36.103698+00:00
2019-11-25,3812.5,3825.0,3737.5,3750.0,2978.23046875,25178600,2026-02-16 06:57:36.103698+00:00
2019-11-26,3762.5,3787.5,3712.5,3750.0,2978.23046875,73842800,2026-02-16 06:57:36.103698+00:00
2019-11-27,3725.0,3787.5,3712.5,3737.5,2968.302978515625,24769800,2026-02-16 06:57:36.103698+00:00
